-11.782,-17.395,32.4,6.094,6.772,1
-33.021,12.806,155.4,8.861,9.845,5
12.829,-69.191,145.9,8.568,9.520,4
28.601,33.441,104.1,8.129,9.032,3
96.023,-18.328,50.0,10.171,11.301,4
44.042,45.093,15.7,5.906,6.562,0
-0.272,49.276,107.7,6.490,7.211,1
38.463,-36.223,115.9,5.462,6.069,4
67.355,-9.267,152.6,9.984,11.093,5
-15.216,-23.179,141.4,5.637,6.263,3
50.956,-42.951,167.4,7.276,8.085,3
21.795,-37.353,134.2,5.534,6.149,3
-25.853,40.288,81.3,9.103,10.114,3
-39.976,63.801,124.9,10.163,11.293,0
86.358,38.029,132.4,6.299,6.999,1
0.958,-37.154,80.2,5.527,6.141,3
7.854,-29.314,43.5,7.813,8.681,1
15.116,-26.712,71.8,9.284,10.316,2
-66.708,40.431,146.6,6.640,7.378,2
-19.352,37.969,92.5,7.469,8.299,4
80.705,61.978,85.2,9.153,10.170,5
60.682,65.620,62.2,6.404,7.115,1
61.320,11.060,63.2,6.504,7.227,4
55.109,53.117,119.7,6.108,6.787,1
54.879,12.380,116.1,9.628,10.697,0
73.041,36.392,109.9,6.162,6.847,1
59.082,73.901,97.7,10.247,11.385,0
89.598,18.769,33.1,6.417,7.130,5
-12.646,35.902,21.8,5.360,5.956,3
-44.628,-39.819,10.1,10.122,11.246,3
48.296,41.188,126.1,6.789,7.543,1
-33.057,9.345,72.0,9.414,10.460,5
-8.371,-31.931,118.0,6.019,6.688,3
-8.060,78.892,150.1,6.158,6.842,1
65.253,-1.183,171.4,4.972,5.524,5
47.761,30.060,96.4,6.512,7.235,5
-22.302,-63.220,123.7,9.287,10.319,2
-6.847,38.026,23.4,6.644,7.383,4
-31.083,82.099,176.8,8.005,8.894,0
-9.147,-26.098,56.2,6.197,6.885,1
23.695,49.247,89.0,10.254,11.394,1
30.152,-19.690,73.8,8.563,9.515,3
-34.965,11.690,67.3,7.141,7.934,1
20.232,-57.018,54.4,9.059,10.065,5
64.298,1.718,88.9,7.411,8.234,0
-4.720,67.472,123.2,5.586,6.206,0
2.038,40.362,175.2,9.714,10.793,2
35.674,-15.206,56.6,8.133,9.036,4
-29.520,-47.998,121.2,8.244,9.160,1
30.552,89.949,171.8,8.852,9.836,1
-16.282,64.485,143.9,10.153,11.281,5
-56.347,7.646,43.2,6.384,7.094,4
7.216,-32.797,1.8,7.490,8.323,4
78.234,52.445,12.5,6.604,7.338,4
42.452,37.569,87.9,8.693,9.659,0
-0.132,-32.364,143.2,9.431,10.479,1
21.881,-19.315,60.7,6.651,7.390,3
74.263,23.294,169.2,7.593,8.437,0
64.353,-11.555,57.6,8.200,9.111,1
34.416,-16.207,119.9,7.876,8.751,2
53.534,-71.194,67.9,5.338,5.931,4
98.823,-10.115,124.2,10.057,11.174,5
-16.127,-18.122,137.1,6.859,7.621,2
37.508,-43.689,34.9,6.571,7.301,0
-16.168,-1.356,121.0,6.796,7.551,3
4.837,-34.413,97.3,8.724,9.694,0
9.162,48.205,119.4,8.032,8.925,3
-23.767,-4.645,9.2,5.360,5.956,5
-15.937,-66.892,87.4,8.690,9.656,5
17.697,-64.874,110.6,8.157,9.063,0
23.538,65.252,45.0,8.026,8.918,5
59.245,58.897,42.4,7.870,8.744,1
84.648,64.915,26.9,9.776,10.862,1
91.816,34.884,66.1,10.214,11.349,1
-41.712,17.601,14.7,8.262,9.180,2
86.073,-31.229,91.3,9.928,11.031,3
-6.472,63.150,52.6,9.463,10.514,4
-55.588,-3.588,136.7,9.903,11.003,4
-26.761,-19.249,148.1,6.794,7.549,3
-66.916,10.957,1.5,8.449,9.388,2
8.389,-27.989,67.6,7.142,7.936,1
-22.825,-25.540,67.4,6.605,7.339,2
-13.315,54.491,136.1,7.744,8.605,0
85.753,53.341,3.3,8.617,9.575,1
47.046,40.068,53.3,9.099,10.110,5
71.944,17.502,54.6,8.182,9.091,5
-41.201,20.787,40.0,9.295,10.328,0
-11.190,-21.163,90.7,8.523,9.470,5
-25.282,21.861,3.8,7.159,7.954,0
2.560,79.938,150.1,7.119,7.909,1
-19.715,-52.560,32.0,9.251,10.279,4
58.816,4.954,92.2,7.220,8.022,1
-11.447,-62.461,22.4,7.238,8.043,0
40.168,-17.337,97.4,8.864,9.849,1
11.935,-25.717,102.5,8.245,9.161,4
8.784,-17.160,3.0,8.928,9.920,5
24.319,40.989,114.9,6.235,6.927,0
-16.306,-63.444,42.0,5.700,6.334,4
32.334,89.657,146.4,7.201,8.001,2
-42.427,60.447,11.9,6.015,6.683,0
65.619,57.704,26.2,5.687,6.319,2
-69.719,23.260,54.1,8.716,9.685,3
1.849,50.408,71.7,8.031,8.924,1
-67.730,39.931,0.8,6.274,6.971,5
-15.650,72.657,167.1,9.942,11.047,0
75.228,-5.160,139.1,8.480,9.422,5
49.502,41.634,96.6,5.236,5.817,1
68.667,-60.551,104.9,7.206,8.007,1
34.733,43.987,177.4,5.001,5.556,4
30.163,-17.935,54.1,5.418,6.020,2
-71.047,-7.574,145.3,5.796,6.440,0
-17.183,65.506,28.2,9.075,10.083,1
4.892,33.616,162.9,5.638,6.264,1
36.416,33.218,133.1,7.836,8.707,4
-39.015,57.670,169.2,10.505,11.672,3
49.435,-41.308,32.1,7.550,8.388,3
83.375,18.058,137.1,8.860,9.845,3
31.746,-41.642,122.9,9.996,11.107,5
19.059,-17.959,118.0,5.047,5.608,5
34.478,-39.146,104.7,5.021,5.579,3
-31.667,52.303,179.1,10.039,11.155,4
-15.884,0.431,48.7,9.993,11.103,4
36.285,39.040,86.8,5.228,5.809,2
-8.519,40.855,145.6,7.124,7.916,0
65.558,-31.746,89.6,5.386,5.984,5
47.187,10.270,109.3,9.323,10.359,5
-23.641,-9.303,151.1,8.257,9.175,1
68.627,5.556,105.7,6.187,6.874,3
16.627,62.031,154.6,8.038,8.931,3
14.596,-68.632,31.9,6.529,7.255,1
-5.294,-15.255,148.9,7.848,8.720,3
28.225,65.729,38.2,5.158,5.731,0
27.005,-66.626,98.7,6.983,7.759,3
12.301,-54.331,88.1,9.215,10.239,3
24.158,-20.792,101.0,9.318,10.354,2
4.300,34.740,135.1,6.940,7.711,0
63.011,78.142,175.5,8.034,8.926,4
-36.132,63.488,112.1,5.465,6.073,2
-13.853,49.376,146.5,5.960,6.622,2
68.973,39.971,85.8,9.582,10.646,2
-1.721,31.420,14.7,4.823,5.359,3
21.175,89.452,149.8,6.793,7.547,0
-9.433,55.528,160.3,7.875,8.750,1
-7.872,-19.114,46.7,9.932,11.036,0
62.413,-0.770,13.1,8.237,9.152,0
47.794,25.587,12.5,10.197,11.330,4
11.604,69.391,3.1,7.084,7.871,2
9.295,-17.669,19.7,9.949,11.055,3
-41.159,-48.466,14.1,6.881,7.646,5
-8.718,-35.449,76.5,9.964,11.071,1
34.045,-55.749,91.1,8.865,9.850,0
51.445,-27.967,0.2,9.579,10.643,2
92.984,-20.601,102.7,8.468,9.409,5
-2.220,-17.924,32.7,4.982,5.536,0
-15.540,-13.193,114.3,7.027,7.808,0
-27.773,37.634,47.8,6.963,7.736,4
7.880,57.848,178.6,10.234,11.372,1
35.274,32.249,97.2,5.775,6.417,3
48.225,63.427,74.0,6.691,7.434,1
-25.540,28.958,8.3,7.529,8.366,4
38.559,-32.525,88.0,6.696,7.440,4
-41.999,34.129,6.0,9.909,11.010,4
-34.202,27.716,127.9,5.792,6.435,1
75.196,24.571,3.3,10.168,11.298,0
58.777,7.806,155.6,9.212,10.236,5
78.523,-22.676,117.1,9.726,10.806,1
-36.555,-30.526,35.6,7.434,8.260,4
-9.370,71.819,51.6,8.141,9.046,2
-23.750,35.164,100.5,5.471,6.079,3
71.232,-3.788,93.9,6.993,7.770,4
-46.673,33.070,119.7,5.360,5.956,2
-54.329,23.788,153.0,8.180,9.088,3
2.831,-17.806,175.5,5.283,5.870,2
-56.441,42.916,65.6,10.091,11.213,5
35.189,51.515,0.9,8.042,8.935,4
-8.708,72.229,145.5,6.596,7.329,2
19.919,84.333,114.8,10.047,11.164,2
52.562,-41.338,131.9,5.126,5.695,0
-15.780,6.620,110.1,9.657,10.730,3
9.330,49.426,23.4,8.854,9.838,3
74.217,34.964,60.8,7.896,8.773,2
-5.786,45.288,95.4,6.814,7.571,4
42.942,79.200,41.3,8.469,9.410,4
-11.405,-51.550,159.1,5.755,6.395,4
17.260,-20.390,104.8,9.387,10.430,5
5.552,-73.095,43.0,5.390,5.989,3
12.537,-42.817,14.0,6.747,7.497,3
-9.466,-48.315,141.8,6.891,7.657,3
101.918,26.124,177.0,5.342,5.935,0
22.615,-17.799,88.7,8.600,9.555,0
56.777,-4.873,67.2,7.740,8.600,2
28.730,38.669,120.8,8.507,9.452,2
75.560,-53.478,88.3,5.867,6.519,0
4.049,-46.718,74.7,5.237,5.819,2
-3.864,92.778,175.0,5.713,6.348,5
-7.260,65.649,29.6,6.126,6.806,0
50.246,-31.656,177.3,8.115,9.017,5
9.577,-28.446,163.9,7.488,8.320,0
-6.122,41.237,169.5,5.424,6.027,0
2.277,32.837,172.9,9.981,11.090,0
86.915,-44.585,69.0,7.076,7.862,3
33.200,-17.930,44.4,9.760,10.844,0
-20.525,-44.700,88.7,5.564,6.183,3
-43.964,-19.579,171.5,9.853,10.948,4
1.429,46.057,139.7,8.246,9.162,4
63.474,-19.514,63.6,5.497,6.108,0
76.342,61.873,106.6,8.768,9.743,3
-3.989,41.059,33.2,7.364,8.183,1
5.105,-32.550,74.9,10.093,11.214,2
9.306,-47.290,17.3,6.243,6.937,1
-12.862,-33.041,157.0,6.875,7.639,3
-17.501,15.086,117.0,5.307,5.897,5
45.786,55.421,162.1,8.200,9.112,1
84.499,-46.860,48.2,7.420,8.244,3
-33.642,18.009,171.1,5.007,5.563,2
33.986,66.984,154.1,6.571,7.301,4
61.887,2.202,38.5,9.626,10.696,1
10.851,41.981,144.9,9.863,10.959,0
24.389,-38.838,36.9,7.755,8.617,4
-17.096,-72.202,9.8,7.707,8.563,3
42.015,-41.518,9.4,7.665,8.516,3
-33.939,37.466,141.7,9.861,10.957,1
-59.655,-28.664,179.4,9.402,10.447,3
71.310,-17.978,153.0,5.357,5.952,2
29.501,61.579,31.0,9.883,10.981,3
10.109,-21.269,30.3,7.612,8.457,3
47.599,-35.298,75.0,8.879,9.865,0
-46.653,68.773,143.7,7.208,8.009,0
-8.622,-23.410,41.9,8.268,9.187,1
51.073,-46.537,49.5,9.808,10.897,4
96.986,16.996,151.8,5.321,5.913,4
22.512,70.974,60.1,10.028,11.142,2
13.976,36.051,168.6,6.628,7.364,0
48.411,8.200,111.4,8.511,9.457,1
52.010,-1.587,37.0,9.684,10.760,3
66.440,-62.148,59.7,8.448,9.386,2
51.424,8.350,27.1,8.970,9.967,1
64.884,-10.952,33.0,5.202,5.780,1
4.529,-16.208,96.7,4.808,5.342,4
-25.026,9.271,5.0,6.122,6.802,3
-9.743,66.341,85.2,5.135,5.706,2
51.029,6.737,2.2,5.414,6.015,3
-27.606,84.823,177.4,7.102,7.891,0
61.074,6.764,8.7,5.841,6.489,2
91.340,-22.084,17.5,6.859,7.621,0
-22.211,-56.326,19.8,7.696,8.551,1
-7.736,-76.193,172.5,8.721,9.690,3
-62.847,35.122,43.4,6.183,6.870,3
61.451,-20.129,88.7,7.556,8.396,0
62.000,-9.706,81.4,7.024,7.805,4
-33.348,-17.030,72.3,6.073,6.748,2
49.090,-5.431,144.8,9.188,10.209,0
54.330,-18.157,62.4,6.569,7.299,2
7.969,-19.331,49.3,7.662,8.513,0
42.414,38.635,104.3,7.178,7.975,1
-28.202,-4.215,147.8,9.737,10.819,5
0.608,38.538,77.6,6.961,7.735,0
95.449,3.588,19.3,9.324,10.360,0
6.017,-19.390,148.8,5.884,6.538,3
52.960,1.341,65.3,7.601,8.446,5
-55.643,27.504,64.6,10.473,11.637,0
13.923,-31.214,15.1,6.290,6.989,5
51.630,-1.189,88.7,6.309,7.010,3
52.860,26.682,5.3,9.425,10.472,0
4.368,-33.723,60.3,8.168,9.075,2
64.527,3.634,6.5,9.326,10.363,2
-32.373,-20.086,113.8,8.054,8.948,5
41.905,42.099,104.4,9.290,10.322,1
55.756,-35.551,41.1,5.973,6.637,5
13.222,55.131,0.9,6.247,6.941,0
20.931,51.665,88.8,5.552,6.169,3
52.461,-13.995,155.0,7.010,7.789,1
